,NFINDR SOIL1,NFINDR SOIL2,NFINDR SOIL3
350,0.141702309250832,0.0713894367218018,0.154129788279533
351,0.142279759049416,0.0712128058075905,0.144914910197258
352,0.140964388847351,0.0705809444189072,0.145863965153694
353,0.137926563620567,0.0712479278445244,0.148526310920715
354,0.13529372215271,0.0737987384200096,0.146392494440079
355,0.139176204800606,0.0757804289460182,0.14517579972744
356,0.136698096990585,0.0763083547353745,0.146538302302361
357,0.132350355386734,0.0759368538856506,0.148111462593079
358,0.133927568793297,0.0755586549639702,0.147245600819588
359,0.131569907069206,0.0743718892335892,0.149344056844711
360,0.129266738891602,0.0724937990307808,0.146185830235481
361,0.12976910173893,0.0714728161692619,0.140424981713295
362,0.133534669876099,0.0739748924970627,0.145259037613869
363,0.13077287375927,0.0734571069478989,0.147052824497223
364,0.128761947154999,0.0734399855136871,0.144182115793228
365,0.131978362798691,0.0756376758217812,0.139256298542023
366,0.128560692071915,0.0712200552225113,0.138723254203796
367,0.126926869153976,0.0705006718635559,0.140390083193779
368,0.127399563789368,0.0728429332375526,0.142562717199326
369,0.126803264021873,0.0728196278214455,0.143758729100227
370,0.128487676382065,0.0730935037136078,0.141678333282471
371,0.128807321190834,0.0730492249131203,0.141151010990143
372,0.126530364155769,0.0729846656322479,0.143222779035568
373,0.124398469924927,0.074966087937355,0.142976999282837
374,0.123163498938084,0.0749560594558716,0.142344415187836
375,0.123548619449139,0.0730902925133705,0.142978996038437
376,0.125426754355431,0.0710797309875488,0.145177260041237
377,0.126479923725128,0.0719594582915306,0.144462645053864
378,0.125767976045609,0.0725412890315056,0.143225207924843
379,0.124321296811104,0.0717953145503998,0.142811700701714
380,0.124424375593662,0.0705335214734077,0.14356042444706
381,0.125106528401375,0.0703453719615936,0.145330771803856
382,0.125142529606819,0.0708777904510498,0.145975545048714
383,0.124396115541458,0.0714277103543282,0.145082101225853
384,0.125230506062508,0.0712040811777115,0.14648063480854
385,0.124919325113297,0.0716310366988182,0.147556483745575
386,0.124292843043804,0.072038322687149,0.147945210337639
387,0.124973736703396,0.0712993592023849,0.148070767521858
388,0.124420121312141,0.0707310065627098,0.147730991244316
389,0.124169513583183,0.0706673711538315,0.147867500782013
390,0.12454229593277,0.0711264237761498,0.148494571447372
391,0.124164655804634,0.0718641579151154,0.14851288497448
392,0.125223964452744,0.0709116607904434,0.150486871600151
393,0.125848338007927,0.0698053762316704,0.152338340878487
394,0.124705709517002,0.0701438412070274,0.152161672711372
395,0.125103488564491,0.071090467274189,0.151832818984985
396,0.12560661137104,0.0715795904397964,0.152516096830368
397,0.125555142760277,0.0714921206235886,0.15366043150425
398,0.12497041374445,0.0712995678186417,0.153819248080254
399,0.125401750206947,0.0706670507788658,0.154298231005669
400,0.126524850726128,0.0708189383149147,0.155489891767502
401,0.127434268593788,0.0718147903680801,0.157056242227554
402,0.126554161310196,0.0714055523276329,0.157602578401566
403,0.126427724957466,0.0706545859575272,0.158252492547035
404,0.126901194453239,0.0703769251704216,0.158734619617462
405,0.127146303653717,0.0708738192915916,0.158701092004776
406,0.127887204289436,0.0701399445533752,0.159686982631683
407,0.128176257014275,0.0704357326030731,0.160493299365044
408,0.128010258078575,0.071304090321064,0.160898193717003
409,0.128294289112091,0.0697533935308456,0.161701291799545
410,0.127942770719528,0.0701938718557358,0.162349209189415
411,0.127780988812447,0.0705018937587738,0.162831708788872
412,0.128356799483299,0.0691739320755005,0.163405522704124
413,0.128550052642822,0.0697396397590637,0.16488242149353
414,0.128913015127182,0.0701379403471947,0.16547866165638
415,0.129373341798782,0.0700902193784714,0.16585385799408
416,0.129615291953087,0.0701866373419762,0.167551249265671
417,0.129982009530067,0.0704499408602715,0.168634250760078
418,0.130305677652359,0.0706393420696259,0.168985903263092
419,0.130567818880081,0.0705200061202049,0.169239968061447
420,0.131053134799004,0.0698491781949997,0.170865669846535
421,0.131400749087334,0.0698989182710648,0.17183955013752
422,0.131437242031097,0.0703546404838562,0.172489240765572
423,0.131269440054893,0.0705559924244881,0.173504367470741
424,0.13184554874897,0.0705550909042358,0.174071237444878
425,0.132493197917938,0.0703196823596954,0.175066843628883
426,0.133051678538322,0.0699322819709778,0.176362290978432
427,0.133774951100349,0.0695799887180328,0.177031427621841
428,0.133685395121574,0.0697273537516594,0.177701458334923
429,0.133843049407005,0.0699082463979721,0.178738385438919
430,0.134816467761993,0.0697565153241158,0.180100113153458
431,0.135303258895874,0.0694486424326897,0.18089947104454
432,0.135714188218117,0.069447785615921,0.182024851441383
433,0.136079594492912,0.0695545375347137,0.183290258049965
434,0.136355832219124,0.06938386708498,0.184136778116226
435,0.137065395712852,0.0695543810725212,0.184828221797943
436,0.137661352753639,0.0697271749377251,0.185927301645279
437,0.138022378087044,0.069705069065094,0.187366917729378
438,0.138697654008865,0.0695816874504089,0.188221663236618
439,0.139514833688736,0.0694316923618317,0.189649492502213
440,0.140136390924454,0.0694203600287437,0.191069930791855
441,0.14040407538414,0.069575734436512,0.191861107945442
442,0.140962600708008,0.0693146511912346,0.192983835935593
443,0.141654521226883,0.0694005563855171,0.194163903594017
444,0.142360389232635,0.0697416290640831,0.195318520069122
445,0.143004134297371,0.0696102529764175,0.19653844833374
446,0.143313556909561,0.0693441778421402,0.197790965437889
447,0.143778637051582,0.0692450255155563,0.199019253253937
448,0.144596204161644,0.0693762451410294,0.200187638401985
449,0.145026668906212,0.0692940354347229,0.20128321647644
450,0.145535334944725,0.0691951736807823,0.202548801898956
451,0.146095931529999,0.069142572581768,0.203834369778633
452,0.146529480814934,0.069133348762989,0.204897195100784
453,0.147102132439613,0.0690842717885971,0.206147104501724
454,0.147700890898705,0.0690350458025932,0.207438677549362
455,0.1482013463974,0.0689791813492775,0.208646938204765
456,0.148500069975853,0.0688286647200584,0.209732189774513
457,0.149001702666283,0.0687953978776932,0.211035087704659
458,0.149533852934837,0.0688669681549072,0.212450668215752
