Wavelength,PCA SOIL1,PCA SOIL2,PCA SOIL3
395,0.125103488564491,0.086366131901741,0.22891016304493
396,0.12560661137104,0.0870005041360855,0.230250254273415
397,0.125555142760277,0.0871976092457771,0.231381058692932
398,0.12497041374445,0.0861938446760178,0.231993079185486
399,0.125401750206947,0.0862952768802643,0.232748433947563
400,0.126524850726128,0.0867162123322487,0.233375921845436
401,0.127434268593788,0.0867960676550865,0.233895227313042
402,0.126554161310196,0.0867955237627029,0.235086768865585
403,0.126427724957466,0.0870440080761909,0.235958114266396
404,0.126901194453239,0.0871654078364372,0.236735582351685
405,0.127146303653717,0.0868530869483948,0.23776476085186
406,0.127887204289436,0.087432362139225,0.237726509571075
407,0.128176257014275,0.0875742137432098,0.238777384161949
408,0.128010258078575,0.0872922241687775,0.240519136190414
409,0.128294289112091,0.0879029259085655,0.240163221955299
410,0.127942770719528,0.0877968892455101,0.240601286292076
411,0.127780988812447,0.0871177613735199,0.241567924618721
412,0.128356799483299,0.0865170657634735,0.242351531982422
413,0.128550052642822,0.0870739817619324,0.242730349302292
414,0.128913015127182,0.0873826667666435,0.243401482701302
415,0.129373341798782,0.0876316204667091,0.244172349572182
416,0.129615291953087,0.0885296314954758,0.244532480835915
417,0.129982009530067,0.0879944488406181,0.24531078338623
418,0.130305677652359,0.0876990482211113,0.246362328529358
419,0.130567818880081,0.0883489027619362,0.247493967413902
420,0.131053134799004,0.0887561216950417,0.248632699251175
421,0.131400749087334,0.0884015038609505,0.249276205897331
422,0.131437242031097,0.0881936177611351,0.249854847788811
423,0.131269440054893,0.0889131054282188,0.250933766365051
424,0.13184554874897,0.0890370234847069,0.252569049596787
425,0.132493197917938,0.0887473225593567,0.253303706645966
426,0.133051678538322,0.0886069238185883,0.253565579652786
427,0.133774951100349,0.089320570230484,0.255182415246964
428,0.133685395121574,0.089263454079628,0.256381571292877
429,0.133843049407005,0.089393325150013,0.257263273000717
430,0.134816467761993,0.0902329087257385,0.258167862892151
431,0.135303258895874,0.0902926996350288,0.259216666221619
432,0.135714188218117,0.0902754813432693,0.260272979736328
433,0.136079594492912,0.0903453454375267,0.261351197957993
434,0.136355832219124,0.0904305502772331,0.26248374581337
435,0.137065395712852,0.0904087573289871,0.26331427693367
436,0.137661352753639,0.090630978345871,0.264183789491653
437,0.138022378087044,0.0910316631197929,0.26536813378334
438,0.138697654008865,0.0909384936094284,0.267011106014252
439,0.139514833688736,0.0913218855857849,0.268011897802353
440,0.140136390924454,0.0916302278637886,0.268768519163132
441,0.14040407538414,0.0913162529468536,0.269787490367889
442,0.140962600708008,0.0913441777229309,0.270266473293304
443,0.141654521226883,0.0917355269193649,0.271026045084
444,0.142360389232635,0.0920990481972694,0.272071719169617
445,0.143004134297371,0.0918398946523666,0.272796601057053
446,0.143313556909561,0.0919802263379097,0.273708701133728
447,0.143778637051582,0.0922735333442688,0.274607330560684
448,0.144596204161644,0.0924212038516998,0.275305151939392
449,0.145026668906212,0.0924716368317604,0.275873094797134
450,0.145535334944725,0.0926619246602058,0.27640363574028
451,0.146095931529999,0.0928462296724319,0.276984006166458
452,0.146529480814934,0.0928000509738922,0.277651399374008
453,0.147102132439613,0.0930405929684639,0.278155624866486
454,0.147700890898705,0.0931538641452789,0.278629004955292
455,0.1482013463974,0.0930989682674408,0.279136300086975
456,0.148500069975853,0.0934397876262665,0.27961054444313
457,0.149001702666283,0.0936408787965775,0.280001729726791
458,0.149533852934837,0.0936733037233353,0.280320942401886
459,0.149885803461075,0.0936728119850159,0.28060182929039
460,0.150350123643875,0.0938422456383705,0.280856519937515
461,0.150893777608871,0.0940231755375862,0.281240701675415
462,0.151391357183456,0.0941439419984818,0.281655550003052
463,0.151676014065742,0.0942183285951614,0.28182527422905
464,0.152013584971428,0.0943353846669197,0.282053709030151
465,0.152408257126808,0.0945102646946907,0.282285153865814
466,0.152831628918648,0.0946824699640274,0.282492399215698
467,0.153307005763054,0.0946316719055176,0.282873451709747
468,0.15373058617115,0.094640739262104,0.283234179019928
469,0.154127508401871,0.0947842448949814,0.2835333943367
470,0.154569566249847,0.0950206220149994,0.283801764249802
471,0.154990538954735,0.0952364280819893,0.284049719572067
472,0.155471354722977,0.0953895598649979,0.284362643957138
473,0.155985027551651,0.0954650118947029,0.284776210784912
474,0.156334295868874,0.0954656600952148,0.285256713628769
475,0.156866133213043,0.0955837741494179,0.285604685544968
476,0.157393202185631,0.0957777798175812,0.285936892032623
477,0.157734900712967,0.0959522575139999,0.286424607038498
478,0.158380433917046,0.0961085706949234,0.287065416574478
479,0.159010455012321,0.0962605848908424,0.287685364484787
480,0.159535825252533,0.0964151695370674,0.288234978914261
481,0.160080343484879,0.096577599644661,0.288784682750702
482,0.160777524113655,0.0968514829874039,0.289549231529236
483,0.161442443728447,0.0971231758594513,0.290274560451508
484,0.161959961056709,0.0972921028733253,0.29083713889122
485,0.162488549947739,0.0973491817712784,0.291629582643509
486,0.163217902183533,0.097578339278698,0.292424857616425
487,0.164073333144188,0.0979359298944473,0.29326918721199
488,0.164860412478447,0.0982169434428215,0.294290810823441
489,0.165588736534119,0.0983124449849129,0.295282363891602
490,0.166355982422829,0.0984802469611168,0.296297907829285
491,0.167192608118057,0.0987992137670517,0.297347158193588
492,0.16802567243576,0.0990495830774307,0.29833921790123
493,0.168794602155685,0.0993518158793449,0.299428701400757
494,0.169540211558342,0.0996641889214516,0.300532788038254
495,0.170332238078117,0.0999172031879425,0.301555901765823
496,0.171219199895859,0.100100092589855,0.302644550800323
497,0.172063410282135,0.100306704640388,0.303674697875977
498,0.17290373146534,0.100577779114246,0.304746866226196
499,0.173906341195107,0.100900024175644,0.306114971637726
500,0.17477659881115,0.101166531443596,0.307374149560928
501,0.175595432519913,0.101523727178574,0.308594167232513
502,0.176469922065735,0.102001689374447,0.309847921133041
503,0.177412211894989,0.102240920066833,0.311010777950287
504,0.178383365273476,0.1025330722332,0.312142014503479
505,0.179347708821297,0.102873086929321,0.313339114189148
506,0.180276855826378,0.103132717311382,0.314678311347961
507,0.181172877550125,0.103298380970955,0.315950214862823
508,0.182088375091553,0.103529393672943,0.31734037399292
509,0.183055758476257,0.103893876075745,0.318798035383224
510,0.184073567390442,0.104320019483566,0.319894313812256
511,0.185014396905899,0.104625165462494,0.321172147989273
512,0.18593792617321,0.104881122708321,0.322509437799454
513,0.186924532055855,0.105203092098236,0.323719948530197
514,0.187902674078941,0.105557292699814,0.325129806995392
515,0.18889944255352,0.105888351798058,0.326430857181549
516,0.189944729208946,0.106234572827816,0.327654242515564
517,0.191053822636604,0.106692254543304,0.329085737466812
518,0.192028537392616,0.107062608003616,0.330449670553207
519,0.192985743284225,0.107390463352203,0.331738829612732
520,0.19403164088726,0.107726581394672,0.333021223545074
521,0.195121005177498,0.108034655451775,0.334438413381577
522,0.196269437670708,0.108322203159332,0.335818320512772
523,0.197458148002625,0.108655907213688,0.33715483546257
524,0.198656022548676,0.109094463288784,0.338512688875198
525,0.199850752949715,0.109468966722488,0.339905589818954
526,0.20109024643898,0.109803661704063,0.341251581907272
527,0.202366143465042,0.11014536768198,0.342557728290558
528,0.203593909740448,0.110548332333565,0.343955338001251
529,0.2048419713974,0.110878460109234,0.345367193222046
530,0.206162050366402,0.111226692795753,0.346755743026733
531,0.207582399249077,0.111665278673172,0.348120987415314
532,0.209082901477814,0.111964851617813,0.349570125341415
533,0.210541889071465,0.112301982939243,0.35098135471344
534,0.211998522281647,0.11270347982645,0.352351486682892
535,0.213598728179932,0.11308116465807,0.353762596845627
536,0.215195626020432,0.113462068140507,0.355119198560715
537,0.216784536838531,0.113888263702393,0.356543362140656
538,0.21839950978756,0.114347077906132,0.358062207698822
539,0.220099568367004,0.114694163203239,0.359415084123611
540,0.221867680549622,0.115052260458469,0.360810279846191
541,0.223698452115059,0.115460477769375,0.362239480018616
542,0.225578129291534,0.115904435515404,0.363619714975357
543,0.227454230189323,0.116266317665577,0.364995688199997
544,0.229389205574989,0.116613529622555,0.366373270750046
545,0.231390595436096,0.116995394229889,0.36774805188179
546,0.233393400907516,0.117420963943005,0.369110405445099
547,0.235502302646637,0.117843806743622,0.37054106593132
548,0.237658813595772,0.118245325982571,0.371984124183655
549,0.239810228347778,0.118626736104488,0.373376429080963
550,0.242059215903282,0.119023591279984,0.374745488166809
551,0.244365110993385,0.119412444531918,0.376112580299377
552,0.24672369658947,0.119810223579407,0.377496749162674
553,0.24914525449276,0.120249964296818,0.378907918930054
554,0.251540541648865,0.120610050857067,0.380304336547852
555,0.253967761993408,0.121005415916443,0.381700903177261
556,0.256480693817139,0.121477767825127,0.383114725351334
557,0.25909423828125,0.121854797005653,0.384552478790283
558,0.261718839406967,0.122275494039059,0.385991513729095
559,0.264368325471878,0.122727498412132,0.38742870092392
560,0.267085909843445,0.123153358697891,0.388867944478989
561,0.269826173782349,0.123561106622219,0.390300393104553
562,0.27257227897644,0.123964987695217,0.391758114099503
563,0.275345325469971,0.124392330646515,0.393234223127365
564,0.278205215930939,0.124881625175476,0.394680440425873
565,0.280989199876785,0.125350564718246,0.396100014448166
566,0.283783048391342,0.125778645277023,0.397491097450256
567,0.286667138338089,0.12618163228035,0.398870885372162
568,0.289522916078568,0.12663659453392,0.400312155485153
569,0.292349845170975,0.127046540379524,0.401735484600067
570,0.295160710811615,0.127414762973785,0.40310350060463
571,0.297972351312637,0.12780374288559,0.404416054487228
572,0.300784289836884,0.12823523581028,0.405782401561737
573,0.303594321012497,0.128659695386887,0.407146751880646
574,0.306407451629639,0.129060938954353,0.408475071191788
575,0.309249937534332,0.129494592547417,0.409808278083801
576,0.31208536028862,0.129946023225784,0.411115229129791
577,0.314908474683762,0.130376935005188,0.412431299686432
578,0.317730665206909,0.130762651562691,0.413788676261902
579,0.320581257343292,0.131179884076118,0.415103256702423
580,0.323458552360535,0.131591871380806,0.416429728269577
581,0.326326608657837,0.132012218236923,0.417782634496689
582,0.329127132892609,0.132498577237129,0.419137537479401
583,0.331873774528503,0.132942348718643,0.420530587434769
584,0.334576576948166,0.133375033736229,0.421910226345062
585,0.337234199047089,0.133827105164528,0.42321988940239
586,0.339829593896866,0.134260579943657,0.424432963132858
587,0.342259436845779,0.134656384587288,0.425537407398224
588,0.344586908817291,0.135030180215836,0.426577627658844
589,0.346950531005859,0.13541316986084,0.427629858255386
590,0.349382728338242,0.135806605219841,0.428773701190948
591,0.351735264062881,0.136179238557816,0.42985999584198
592,0.35393813252449,0.13651867210865,0.430822104215622
593,0.356058925390244,0.136842876672745,0.431736439466476
594,0.358161211013794,0.13717882335186,0.432528883218765
595,0.360235303640366,0.137523919343948,0.433328598737717
596,0.36226487159729,0.137875825166702,0.434256315231323
597,0.364289313554764,0.138272598385811,0.435218453407288
598,0.36629518866539,0.138635650277138,0.436160415410995
599,0.368279486894608,0.13898603618145,0.437063962221146
600,0.370253533124924,0.13940754532814,0.437943369150162
601,0.37228599190712,0.139855653047562,0.438824981451035
602,0.374381333589554,0.140289708971977,0.439792782068253
603,0.376486510038376,0.1407131254673,0.440881371498108
604,0.37846314907074,0.141216889023781,0.442042410373688
605,0.380350947380066,0.141660183668137,0.443062484264374
606,0.382170498371124,0.142055243253708,0.443982720375061
607,0.383946299552917,0.142461508512497,0.444906085729599
608,0.385722637176514,0.14287556707859,0.445716500282288
609,0.387453585863113,0.143299221992493,0.446467220783234
610,0.389169633388519,0.143751189112663,0.447250485420227
611,0.390966475009918,0.14426214993,0.448176234960556
612,0.392769694328308,0.144806012511253,0.449191063642502
613,0.394483059644699,0.145327225327492,0.450117617845535
614,0.396037667989731,0.145776480436325,0.450833708047867
615,0.397426038980484,0.146122753620148,0.451380461454391
616,0.398792088031769,0.146458029747009,0.451972484588623
617,0.400203704833984,0.146843492984772,0.45267790555954
618,0.401671439409256,0.147307321429253,0.453465461730957
619,0.403140634298325,0.147781848907471,0.454213172197342
620,0.404574424028397,0.148262232542038,0.45489639043808
621,0.405981749296188,0.148742631077766,0.455548882484436
622,0.407423108816147,0.149209395051003,0.456260859966278
623,0.40881809592247,0.149701520800591,0.457042515277863
624,0.410180777311325,0.150215700268745,0.457823663949966
625,0.411549896001816,0.150741428136826,0.458549946546555
626,0.412969619035721,0.151288688182831,0.459295600652695
627,0.414360255002975,0.151802003383636,0.459984838962555
628,0.415705353021622,0.152299106121063,0.460650652647018
629,0.417030960321426,0.152834683656693,0.461377561092377
630,0.418347299098969,0.153357446193695,0.462069362401962
631,0.419654756784439,0.15387736260891,0.462821304798126
632,0.420946896076202,0.154404431581497,0.4636370241642
633,0.422212660312653,0.154939711093903,0.46435210108757
634,0.423467755317688,0.155465960502625,0.465007781982422
635,0.424737066030502,0.155992269515991,0.46566042304039
636,0.42602875828743,0.156531244516373,0.466357618570328
637,0.427287936210632,0.157079353928566,0.467081367969513
638,0.428503513336182,0.157617598772049,0.467812329530716
639,0.429708778858185,0.15815581381321,0.46852970123291
640,0.430958271026611,0.158718824386597,0.469216257333755
641,0.432164490222931,0.159244805574417,0.469890415668488
642,0.433352321386337,0.159765094518661,0.470576375722885
643,0.434559375047684,0.160307392477989,0.471280455589294
644,0.435821980237961,0.160871297121048,0.471977740526199
645,0.437036067247391,0.161390736699104,0.472644925117493
646,0.438205152750015,0.161917135119438,0.473315387964249
647,0.439367145299912,0.162506356835365,0.474020689725876
648,0.440522372722626,0.163042858242989,0.474684864282608
649,0.441709697246552,0.163571327924728,0.475375086069107
650,0.442913174629211,0.164113819599152,0.476098030805588
651,0.444078087806702,0.164667442440987,0.476806461811066
652,0.445263415575027,0.165211543440819,0.477484911680222
653,0.446469217538834,0.165774017572403,0.478177756071091
654,0.447665631771088,0.166351780295372,0.478900462388992
655,0.448773086071014,0.16685688495636,0.479587852954865
656,0.449945509433746,0.167406260967255,0.480287253856659
657,0.451158434152603,0.167984917759895,0.480973064899445
658,0.452333033084869,0.16853666305542,0.481616497039795
659,0.453471720218658,0.169054791331291,0.482291609048843
660,0.454646229743958,0.169597432017326,0.483042627573013
661,0.455851942300797,0.170167341828346,0.483811050653458
662,0.457016229629517,0.170717194676399,0.484463065862656
663,0.458167910575867,0.171274021267891,0.485139757394791
664,0.45933410525322,0.171831235289574,0.485830664634705
665,0.460520774126053,0.172383427619934,0.486512452363968
666,0.461691647768021,0.172938451170921,0.487190008163452
667,0.462824612855911,0.173498094081879,0.487870186567307
668,0.463949471712112,0.174049258232117,0.488530427217484
669,0.465110749006271,0.174584671854973,0.489159435033798
670,0.466323763132095,0.175159260630608,0.489858835935593
671,0.467487245798111,0.17571297287941,0.490547001361847
672,0.468601882457733,0.176245972514153,0.49120032787323
673,0.469760894775391,0.176813036203384,0.491857171058655
674,0.470921844244003,0.177362531423569,0.492543965578079
675,0.47206911444664,0.177897185087204,0.493231177330017
676,0.473200887441635,0.178431466221809,0.493897646665573
677,0.474332362413406,0.178984180092812,0.494562745094299
678,0.475475251674652,0.179533362388611,0.495188564062119
679,0.476610213518143,0.180079698562622,0.495795786380768
680,0.477724015712738,0.180630937218666,0.496430695056915
681,0.478889763355255,0.181187927722931,0.497154057025909
682,0.480037122964859,0.181728929281235,0.4978207051754
683,0.481161773204803,0.182267934083939,0.498429596424103
684,0.482315450906754,0.182843342423439,0.499098837375641
685,0.483449965715408,0.183392778038979,0.499716222286224
686,0.484546154737473,0.183905497193336,0.50034487247467
687,0.485621362924576,0.18440867960453,0.501010537147522
688,0.486753880977631,0.184986859560013,0.501613795757294
689,0.487890660762787,0.185548901557922,0.50227427482605
690,0.489024132490158,0.186086654663086,0.502946078777313
691,0.490161627531052,0.186622023582458,0.503567218780518
692,0.491310596466064,0.187179282307625,0.504253566265106
693,0.492459684610367,0.187726765871048,0.504923105239868
694,0.493576616048813,0.188258469104767,0.505556643009186
695,0.49462816119194,0.188790485262871,0.506186425685883
696,0.495723217725754,0.189339637756348,0.506807923316956
697,0.496836602687836,0.189888045191765,0.507419049739838
698,0.497953474521637,0.190427750349045,0.508048117160797
699,0.499108165502548,0.190974339842796,0.508773267269135
700,0.500222504138947,0.191517323255539,0.509438812732697
701,0.50134003162384,0.192063257098198,0.510073602199554
702,0.502494215965271,0.192614659667015,0.510745227336884
703,0.503547549247742,0.193141937255859,0.511455118656158
704,0.504616022109985,0.193674340844154,0.512133598327637
705,0.505718588829041,0.194210812449455,0.512757956981659
706,0.506812036037445,0.194735541939735,0.513352751731873
707,0.507885634899139,0.195278018712997,0.514048874378204
708,0.508975327014923,0.195836812257767,0.514747440814972
709,0.510086894035339,0.196402728557587,0.515403926372528
710,0.511181950569153,0.196962133049965,0.516078054904938
711,0.512259125709534,0.19748529791832,0.516735911369324
712,0.513319194316864,0.198010891675949,0.517394006252289
713,0.514365911483765,0.198565602302551,0.518063485622406
714,0.515403985977173,0.199095577001572,0.51871120929718
715,0.516435086727142,0.199619710445404,0.519337236881256
716,0.517489194869995,0.200153991580009,0.519967675209045
717,0.518589973449707,0.200707077980042,0.520635843276978
718,0.51964545249939,0.201245501637459,0.521338880062103
719,0.520699083805084,0.201797306537628,0.522026658058167
720,0.521765291690826,0.202356964349747,0.522681951522827
721,0.522818386554718,0.202885210514069,0.523322820663452
722,0.523814380168915,0.203407123684883,0.523947954177856
723,0.52483206987381,0.203949257731438,0.524580359458923
724,0.525896608829498,0.204513564705849,0.525229632854462
725,0.526883065700531,0.205055177211761,0.525874316692352
726,0.527872502803802,0.205591723322868,0.526499271392822
727,0.52888023853302,0.206125244498253,0.527131974697113
728,0.529897212982178,0.206661656498909,0.527799189090729
729,0.530906319618225,0.207241863012314,0.528466880321503
730,0.531882703304291,0.207783952355385,0.529090523719788
731,0.53283679485321,0.208306342363358,0.529707074165344
732,0.533802807331085,0.208883553743362,0.530390024185181
733,0.53478342294693,0.209431365132332,0.531021058559418
734,0.535754680633545,0.209963783621788,0.531605899333954
735,0.536703526973724,0.210496217012405,0.532176077365875
736,0.537636578083038,0.211030945181847,0.532774984836578
737,0.538531363010406,0.211575299501419,0.533369600772858
738,0.539438784122467,0.212120562791824,0.533968031406403
739,0.540395796298981,0.212662175297737,0.534579038619995
740,0.541369497776031,0.213219508528709,0.535190880298615
741,0.542286694049835,0.213763177394867,0.53579306602478
742,0.543154299259186,0.214294716715813,0.536385834217072
743,0.544022858142853,0.214832678437233,0.536970555782318
744,0.544963002204895,0.215413495898247,0.537527084350586
745,0.545888543128967,0.215967506170273,0.538086295127869
746,0.546769797801971,0.216495215892792,0.538665175437927
747,0.547635793685913,0.21705424785614,0.539261102676392
748,0.548517644405365,0.217606037855148,0.539811015129089
749,0.549376130104065,0.218156754970551,0.540336608886719
750,0.550208151340485,0.218710452318192,0.540870785713196
751,0.551080346107483,0.219259411096573,0.541442155838013
752,0.551900565624237,0.219782218337059,0.541977405548096
753,0.552691698074341,0.220311716198921,0.542488276958466
754,0.553497016429901,0.220872789621353,0.54300320148468
755,0.554327964782715,0.221430957317352,0.543532490730286
756,0.555175840854645,0.221956521272659,0.544026911258698
757,0.556001424789429,0.222476273775101,0.54450935125351
758,0.556774258613586,0.223034352064133,0.545028388500214
759,0.557582914829254,0.22361359000206,0.545579612255096
760,0.558390617370605,0.224189713597298,0.546109199523926
761,0.559173107147217,0.22474168241024,0.546593964099884
762,0.559927761554718,0.2252606600523,0.547046661376953
763,0.560670077800751,0.225806936621666,0.54750794172287
764,0.561421751976013,0.226348415017128,0.547993838787079
765,0.562175691127777,0.226875007152557,0.548489153385162
766,0.562884092330933,0.227429211139679,0.548941493034363
767,0.563571810722351,0.227984100580215,0.549357891082764
768,0.564288854598999,0.228540733456612,0.549791276454926
769,0.565051674842834,0.229097858071327,0.550273001194
770,0.565771400928497,0.229626581072807,0.550750732421875
771,0.566479742527008,0.230169460177422,0.551174938678741
772,0.567174077033997,0.230724900960922,0.55159467458725
773,0.567846536636353,0.231274306774139,0.552066147327423
774,0.568523466587067,0.231814876198769,0.552463948726654
775,0.569194793701172,0.232349336147308,0.552838444709778
776,0.569855928421021,0.232885703444481,0.55322390794754
777,0.570511817932129,0.233433917164803,0.553631186485291
778,0.57120805978775,0.233994424343109,0.554029226303101
779,0.571879208087921,0.234527677297592,0.554412245750427
780,0.572492480278015,0.235036641359329,0.554787158966064
781,0.573074102401733,0.235578715801239,0.555170655250549
782,0.573686599731445,0.236135452985764,0.555549919605255
783,0.5743368268013,0.236687794327736,0.555911123752594
784,0.574999749660492,0.237229406833649,0.556257426738739
785,0.575619995594025,0.237786307930946,0.55663138628006
786,0.576202511787415,0.23830172419548,0.55695641040802
787,0.576786637306213,0.238803386688232,0.557255744934082
788,0.577406466007233,0.239331856369972,0.557580888271332
789,0.578035771846771,0.239871114492416,0.557959735393524
790,0.578639030456543,0.24040275812149,0.558335900306702
791,0.579228639602661,0.240933388471603,0.558699548244476
792,0.579831600189209,0.241475805640221,0.559060275554657
793,0.580399215221405,0.241997227072716,0.559382379055023
794,0.580987811088562,0.242528229951859,0.559687733650208
795,0.581583499908447,0.243069604039192,0.559995174407959
796,0.582117795944214,0.243596479296684,0.560309886932373
797,0.582646071910858,0.244125351309776,0.560555338859558
798,0.583201229572296,0.244657456874847,0.56081235408783
799,0.583791613578796,0.245192348957062,0.561114370822906
800,0.584394335746765,0.24572841823101,0.561402201652527
801,0.584908723831177,0.246249601244926,0.561638951301575
802,0.585412263870239,0.246771782636642,0.561881303787231
803,0.585964977741241,0.247306898236275,0.562172532081604
804,0.586503505706787,0.247846245765686,0.562484979629517
805,0.587039351463318,0.248364374041557,0.562746524810791
806,0.587557375431061,0.248878464102745,0.562991857528687
807,0.58805924654007,0.249411001801491,0.563271343708038
808,0.588624596595764,0.249952748417854,0.56356555223465
809,0.589160203933716,0.250481724739075,0.56381368637085
810,0.589655339717865,0.25099128484726,0.564035654067993
811,0.590138792991638,0.251489371061325,0.564274609088898
812,0.5906041264534,0.252005755901337,0.564471423625946
813,0.591107845306396,0.252534627914429,0.564671456813812
814,0.591646134853363,0.253064423799515,0.564885377883911
815,0.592176496982574,0.253583937883377,0.565097630023956
816,0.592747509479523,0.254104137420654,0.565329492092133
817,0.59326958656311,0.254639536142349,0.565557360649109
818,0.593737781047821,0.25517526268959,0.565764725208282
819,0.594245493412018,0.255670934915543,0.565950989723206
820,0.594751298427582,0.256173342466354,0.566139101982117
821,0.595240712165833,0.256676137447357,0.566330194473267
822,0.59570187330246,0.257174551486969,0.56651508808136
823,0.596123099327087,0.257679313421249,0.566677570343018
824,0.596611380577087,0.258176684379578,0.566876292228699
825,0.597123861312866,0.258689314126968,0.567095518112183
826,0.597614586353302,0.259218484163284,0.567308068275452
827,0.598120033740997,0.259698897600174,0.567508935928345
828,0.598596632480621,0.260190159082413,0.567615211009979
829,0.599065363407135,0.260709941387177,0.56773829460144
830,0.599553525447845,0.261243730783463,0.5679612159729
831,0.600044071674347,0.261721611022949,0.568069934844971
832,0.600519418716431,0.262221693992615,0.568191468715668
833,0.600995540618896,0.262738436460495,0.568340480327606
834,0.601490557193756,0.263238936662674,0.568486392498016
835,0.601962387561798,0.263745933771133,0.568632483482361
836,0.602400541305542,0.264236688613892,0.568736433982849
837,0.602821707725525,0.264716267585754,0.568836808204651
838,0.603251814842224,0.265204459428787,0.568995952606201
839,0.603663563728333,0.265701502561569,0.56910628080368
840,0.604113221168518,0.266188234090805,0.569206655025482
841,0.604591906070709,0.266668438911438,0.569305181503296
842,0.605043530464172,0.267165094614029,0.569385349750519
843,0.605520308017731,0.267678052186966,0.569513976573944
844,0.606026709079742,0.268187046051025,0.569658398628235
845,0.606532692909241,0.268675893545151,0.56977379322052
846,0.606986284255981,0.269138991832733,0.569826722145081
847,0.607457518577576,0.269600212574005,0.569890856742859
848,0.607946336269379,0.270102709531784,0.57002317905426
849,0.608446359634399,0.270634442567825,0.570199608802795
850,0.608957529067993,0.271110892295837,0.570299804210663
851,0.609460175037384,0.271619349718094,0.570426821708679
852,0.609933435916901,0.272130250930786,0.570570766925812
853,0.610383927822113,0.272612750530243,0.570708274841309
854,0.610862731933594,0.273077458143234,0.570834457874298
855,0.611346542835236,0.2735435962677,0.570933520793915
856,0.611851990222931,0.274036377668381,0.571046769618988
857,0.612384855747223,0.274555921554565,0.571190059185028
858,0.612909018993378,0.275047600269318,0.571288347244263
859,0.613418936729431,0.275548994541168,0.571416974067688
860,0.613919377326965,0.276045709848404,0.571528255939484
861,0.614426672458649,0.276526838541031,0.571585774421692
862,0.614981174468994,0.277039974927902,0.571694195270538
863,0.61549699306488,0.277512431144714,0.571802318096161
864,0.615982115268707,0.277974933385849,0.571900606155396
865,0.616476535797119,0.278474092483521,0.572007596492767
866,0.616999328136444,0.278969407081604,0.572187602519989
867,0.617497265338898,0.279486685991287,0.572368323802948
868,0.617998242378235,0.280003875494003,0.57251363992691
869,0.618547439575195,0.280493855476379,0.572618246078491
870,0.619101166725159,0.280996859073639,0.572713553905487
871,0.619622468948364,0.281472831964493,0.572845995426178
872,0.620147168636322,0.281940996646881,0.573001980781555
873,0.620720505714417,0.28243687748909,0.573143303394318
874,0.621240556240082,0.282911539077759,0.573288679122925
875,0.621765077114105,0.283400744199753,0.573423206806183
876,0.622340083122253,0.283914685249329,0.573562204837799
877,0.622974395751953,0.284439295530319,0.573731958866119
878,0.623565971851349,0.284940540790558,0.57391369342804
879,0.62411493062973,0.285432398319244,0.574085235595703
