,SOIL1,SOIl2,SOIL3,SOIL4,PV1,PV2,NPV
1528,0.185575485229492,0.518593907356262,0.776231229305267,0.81812846660614,0.11988767981529236,0.04306548088788986,0.22103403508663177
1536,0.186204388737679,0.522003173828125,0.779767274856567,0.819500029087067,0.12746456265449524,0.043653588742017746,0.2271529734134674
1543,0.186679199337959,0.524930894374847,0.7825568318367,0.82065486907959,0.13527663052082062,0.04528552666306496,0.23346231877803802
1550,0.187153086066246,0.527792513370514,0.785102665424347,0.821731328964233,0.14278821647167206,0.04596995934844017,0.2411320060491562
1558,0.18759486079216,0.530964136123657,0.78757780790329,0.822871685028076,0.1502261459827423,0.04620257019996643,0.2473662793636322
1565,0.18793760240078,0.533729255199432,0.789773106575012,0.823785185813904,0.15562331676483154,0.046883076429367065,0.25184810161590576
1573,0.188375651836395,0.536796092987061,0.791970193386078,0.824876844882965,0.15952135622501373,0.047018252313137054,0.25415024161338806
1580,0.188751965761185,0.539525032043457,0.793662011623383,0.825785517692566,0.1658449023962021,0.048344265669584274,0.25892865657806396
1588,0.189147740602493,0.542470455169678,0.795548856258392,0.826729416847229,0.1739538311958313,0.04934947192668915,0.26867350935935974
1595,0.18943977355957,0.54507702589035,0.796933352947235,0.82762610912323,0.17919480800628662,0.049298472702503204,0.27238938212394714
1603,0.189859315752983,0.547956883907318,0.798341989517212,0.828575611114502,0.18163147568702698,0.05046088621020317,0.2736702859401703
1610,0.190148547291756,0.550298750400543,0.799326300621033,0.829334557056427,0.18748825788497925,0.05114360526204109,0.27982935309410095
1617,0.190439388155937,0.552594602108002,0.800120949745178,0.830165266990662,0.1935092955827713,0.052597858011722565,0.2872331440448761
1625,0.190831243991852,0.555076241493225,0.80084615945816,0.831153810024261,0.19753947854042053,0.05264098942279816,0.2928473949432373
1632,0.191171556711197,0.557158589363098,0.801372766494751,0.831786096096039,0.20133039355278015,0.05367909371852875,0.29848483204841614
1640,0.191474452614784,0.559177935123444,0.801826894283295,0.832473695278168,0.2042641043663025,0.054244425147771835,0.30074426531791687
1647,0.191793352365494,0.560572981834412,0.802209496498108,0.833142340183258,0.20729747414588928,0.05416380986571312,0.3026410639286041
1655,0.192032605409622,0.562174558639526,0.802543640136719,0.833871185779572,0.20852620899677277,0.05452610179781914,0.30396518111228943
1662,0.192179724574089,0.56404322385788,0.802728056907654,0.834527671337128,0.20947743952274323,0.053884126245975494,0.3024812638759613
1670,0.192282006144524,0.567062437534332,0.802829742431641,0.835070788860321,0.21033471822738647,0.05452614650130272,0.3014773428440094
1677,0.192394927144051,0.570130527019501,0.802954494953156,0.835616588592529,0.2101607471704483,0.053645920008420944,0.30152925848960876
1684,0.192521527409554,0.573019742965698,0.802943825721741,0.836219370365143,0.20867183804512024,0.05377490073442459,0.2985383868217468
1692,0.192635059356689,0.576092660427094,0.802871108055115,0.836906731128693,0.2059473991394043,0.052792590111494064,0.2937850058078766
1699,0.192849352955818,0.578436493873596,0.80265349149704,0.837496876716614,0.20412099361419678,0.05279579386115074,0.29055848717689514
1707,0.192980095744133,0.580738246440887,0.802079021930695,0.837986886501312,0.2004600167274475,0.051363177597522736,0.28612565994262695
1714,0.193078145384789,0.582726716995239,0.801199376583099,0.838322937488556,0.1978912204504013,0.05188656225800514,0.2824336290359497
1722,0.193098142743111,0.584545373916626,0.799660444259644,0.838476002216339,0.19404861330986023,0.05115741863846779,0.27786192297935486
1729,0.193125888705254,0.586006104946136,0.797803103923798,0.838450729846954,0.189334899187088,0.050415247678756714,0.27271679043769836
1736,0.193286180496216,0.587372601032257,0.795446634292603,0.838405847549438,0.1851286143064499,0.05082619935274124,0.27191245555877686
1744,0.193470254540443,0.589138686656952,0.79285329580307,0.838393092155457,0.18186436593532562,0.05000796169042587,0.2700636088848114
1751,0.193630009889603,0.590655744075775,0.790746510028839,0.838283777236938,0.17622925341129303,0.04904543235898018,0.26853692531585693
1759,0.193816244602203,0.592268943786621,0.787853062152863,0.83825147151947,0.17165507376194,0.049170710146427155,0.26453208923339844
1766,0.194027200341225,0.593608677387238,0.784606099128723,0.83808159828186,0.16518090665340424,0.04817283898591995,0.26176443696022034
2056,0.188882797956467,0.61941134929657,0.670560956001282,0.838498890399933,0.04550494626164436,0.02934248186647892,0.11985646933317184
2063,0.190271928906441,0.621214509010315,0.66891622543335,0.840286433696747,0.04751909524202347,0.029098154976963997,0.11990271508693695
2071,0.191747009754181,0.623095035552979,0.665777742862701,0.842220366001129,0.04627276957035065,0.028938524425029755,0.1164022758603096
2078,0.19304147362709,0.624582648277283,0.661713600158691,0.843718111515045,0.051088906824588776,0.029895039275288582,0.12082982063293457
2085,0.194190293550491,0.62595397233963,0.657059073448181,0.845042407512665,0.05401387810707092,0.030262764543294907,0.12292242795228958
2093,0.195482239127159,0.627391934394836,0.652438163757324,0.846575200557709,0.05639204755425453,0.030639827251434326,0.12471582740545273
2100,0.196482613682747,0.628620624542236,0.647745788097382,0.84803569316864,0.05874025449156761,0.030308818444609642,0.12652462720870972
2108,0.197627037763596,0.629954040050507,0.636730313301086,0.848725855350494,0.06080469489097595,0.03078002668917179,0.1265430748462677
2115,0.198617309331894,0.6311856508255,0.627805471420288,0.849794983863831,0.06349077820777893,0.030596144497394562,0.1290091574192047
2123,0.199844285845757,0.632468581199646,0.622819185256958,0.851499438285828,0.06657078117132187,0.03183533996343613,0.13256672024726868
2130,0.200633928179741,0.633100807666779,0.61063826084137,0.85149210691452,0.06873514503240585,0.031892891973257065,0.1349700391292572
2137,0.201004505157471,0.632962465286255,0.585043549537659,0.848135471343994,0.07138558477163315,0.03299083188176155,0.13678212463855743
2145,0.200476348400116,0.632673382759094,0.539349436759949,0.838773429393768,0.07189713418483734,0.03208283707499504,0.13834361732006073
2152,0.199348837137222,0.632026672363281,0.490975767374039,0.825472474098206,0.07331635802984238,0.03220202401280403,0.1403273344039917
2160,0.197600811719894,0.630996763706207,0.443177461624146,0.809971392154694,0.07404407113790512,0.031879108399152756,0.14119254052639008
2167,0.19597290456295,0.629352927207947,0.414812922477722,0.800113022327423,0.07612252980470657,0.03209618851542473,0.1400367170572281
2174,0.194648176431656,0.627564132213593,0.39447894692421,0.793742775917053,0.076474130153656,0.0320240743458271,0.14288854598999023
2182,0.193030923604965,0.625572562217712,0.381091922521591,0.786813378334045,0.07730524986982346,0.03254387527704239,0.14360617101192474
2189,0.191602319478989,0.623745024204254,0.377069413661957,0.778601825237274,0.07838396728038788,0.032408207654953,0.14550241827964783
2197,0.189692035317421,0.622349917888641,0.362442165613174,0.763750016689301,0.07954377681016922,0.03130727633833885,0.146844282746315
2204,0.187340751290321,0.621701657772064,0.330629974603653,0.745442092418671,0.0784742683172226,0.032483067363500595,0.14697197079658508
2211,0.186683356761932,0.621522903442383,0.341516017913818,0.746878921985626,0.07868925482034683,0.03254953399300575,0.1485021561384201
2219,0.189009115099907,0.621978640556335,0.426768511533737,0.777163505554199,0.07994302362203598,0.03265923634171486,0.15001289546489716
2226,0.190186902880669,0.62241131067276,0.479808241128922,0.793813526630402,0.0784931480884552,0.03241011127829552,0.14821161329746246
2234,0.190063044428825,0.622738599777222,0.498686015605927,0.797740817070007,0.07692266255617142,0.03227319195866585,0.14552660286426544
2241,0.189819544553757,0.622698247432709,0.502181828022003,0.798286557197571,0.07574787735939026,0.032960616052150726,0.14136336743831635
2248,0.190273284912109,0.622705578804016,0.506604254245758,0.801323652267456,0.07355491071939468,0.03151281923055649,0.13350526988506317
2256,0.190866142511368,0.622414886951447,0.507198095321655,0.804466605186462,0.0717211365699768,0.030605360865592957,0.12854686379432678
2263,0.19077567756176,0.622237503528595,0.504347801208496,0.805169224739075,0.06768811494112015,0.029636023566126823,0.12154525518417358
2271,0.190375030040741,0.622610747814178,0.499279975891113,0.803939402103424,0.06493930518627167,0.02857913076877594,0.11749672889709473
2278,0.189833745360374,0.622732162475586,0.491964906454086,0.801342308521271,0.06334009766578674,0.027918701991438866,0.11432439088821411
2285,0.189219132065773,0.623054206371307,0.48196941614151,0.79860532283783,0.06094188615679741,0.027745764702558517,0.11308126896619797
2293,0.188921093940735,0.623596608638763,0.468486309051514,0.795780539512634,0.0599466934800148,0.027642924338579178,0.10949742794036865
2300,0.188657522201538,0.624160528182983,0.455735325813293,0.793411672115326,0.0551164485514164,0.02566886879503727,0.10529627650976181
2308,0.188106760382652,0.624632656574249,0.441237568855286,0.789779782295227,0.052740003913640976,0.025786299258470535,0.10372090339660645
2315,0.187682941555977,0.624912083148956,0.431966096162796,0.787139058113098,0.052535466849803925,0.02437450736761093,0.10047262907028198
2322,0.187324032187462,0.625574231147766,0.426915913820267,0.786097228527069,0.04961961880326271,0.02503203973174095,0.09915249049663544
2330,0.186148121953011,0.626235604286194,0.424352735280991,0.785908460617065,0.04900721088051796,0.024116970598697662,0.09819863736629486
2337,0.184943661093712,0.626724898815155,0.421240508556366,0.785658717155457,0.04662436619400978,0.02395564690232277,0.09731794893741608
2345,0.183313846588135,0.627008318901062,0.408761769533157,0.782316505908966,0.04271969944238663,0.024511834606528282,0.09227828681468964
2352,0.181814074516296,0.626531004905701,0.393795818090439,0.777466475963593,0.04148036986589432,0.02440866455435753,0.09058919548988342
2359,0.180262088775635,0.626083016395569,0.384918749332428,0.77411276102066,0.04006168246269226,0.024867888540029526,0.09085892140865326
2367,0.178658723831177,0.625029563903809,0.379405409097672,0.771786570549011,0.03955383971333504,0.02425856702029705,0.09256807714700699
2374,0.176514655351639,0.62390261888504,0.368300706148148,0.766676664352417,0.0384589321911335,0.02456655539572239,0.09022072702646255
2382,0.174542874097824,0.621643722057343,0.353260159492493,0.76000303030014,0.034771163016557693,0.02492411620914936,0.08987587690353394
2389,0.172947078943253,0.619071245193481,0.351193845272064,0.757796704769135,0.03436429798603058,0.02431805618107319,0.08793816715478897
2396,0.171729892492294,0.616815328598022,0.357313215732574,0.757912218570709,0.031779319047927856,0.024578506126999855,0.0879286602139473
2404,0.170167565345764,0.613798975944519,0.364579141139984,0.757746338844299,0.031905096024274826,0.024336153641343117,0.0872708186507225
2411,0.168647646903992,0.610333561897278,0.364301264286041,0.755629420280457,0.03306765854358673,0.025345196947455406,0.08536424487829208
2419,0.166608765721321,0.606147110462189,0.358256578445435,0.750708162784576,0.03117430955171585,0.026070695370435715,0.0814112052321434
2426,0.163917809724808,0.602037966251373,0.348710775375366,0.74494856595993,0.029332641512155533,0.024795016273856163,0.07955612987279892
2433,0.161578118801117,0.597364842891693,0.336563795804977,0.737549364566803,0.027413463220000267,0.02464461512863636,0.07822465896606445
