,QHULL SOIL1,QHULL SOIL2,QHULL SOIL3
350,0.141702309250832,0.0713894367218018,0.145017862319946
351,0.142279759049416,0.0712128058075905,0.139235734939575
352,0.140964388847351,0.0705809444189072,0.137111470103264
353,0.137926563620567,0.0712479278445244,0.140957355499268
354,0.13529372215271,0.0737987384200096,0.145834684371948
355,0.139176204800606,0.0757804289460182,0.136650219559669
356,0.136698096990585,0.0763083547353745,0.133673906326294
357,0.132350355386734,0.0759368538856506,0.137046009302139
358,0.133927568793297,0.0755586549639702,0.13977937400341
359,0.131569907069206,0.0743718892335892,0.139666795730591
360,0.129266738891602,0.0724937990307808,0.138576552271843
361,0.12976910173893,0.0714728161692619,0.137263357639313
362,0.133534669876099,0.0739748924970627,0.135127037763596
363,0.13077287375927,0.0734571069478989,0.139899417757988
364,0.128761947154999,0.0734399855136871,0.142559602856636
365,0.131978362798691,0.0756376758217812,0.137763649225235
366,0.128560692071915,0.0712200552225113,0.137387841939926
367,0.126926869153976,0.0705006718635559,0.138428419828415
368,0.127399563789368,0.0728429332375526,0.138825654983521
369,0.126803264021873,0.0728196278214455,0.137666583061218
370,0.128487676382065,0.0730935037136078,0.139778181910515
371,0.128807321190834,0.0730492249131203,0.141080230474472
372,0.126530364155769,0.0729846656322479,0.140364438295364
373,0.124398469924927,0.074966087937355,0.141524448990822
374,0.123163498938084,0.0749560594558716,0.141422793269157
375,0.123548619449139,0.0730902925133705,0.140893951058388
376,0.125426754355431,0.0710797309875488,0.141413241624832
377,0.126479923725128,0.0719594582915306,0.142854318022728
378,0.125767976045609,0.0725412890315056,0.144601881504059
379,0.124321296811104,0.0717953145503998,0.146368563175201
380,0.124424375593662,0.0705335214734077,0.148029744625092
381,0.125106528401375,0.0703453719615936,0.14781054854393
382,0.125142529606819,0.0708777904510498,0.146723106503487
383,0.124396115541458,0.0714277103543282,0.146271675825119
384,0.125230506062508,0.0712040811777115,0.148308888077736
385,0.124919325113297,0.0716310366988182,0.149550661444664
386,0.124292843043804,0.072038322687149,0.150320246815681
387,0.124973736703396,0.0712993592023849,0.151941955089569
388,0.124420121312141,0.0707310065627098,0.152503684163094
389,0.124169513583183,0.0706673711538315,0.152749314904213
390,0.12454229593277,0.0711264237761498,0.153564587235451
391,0.124164655804634,0.0718641579151154,0.15573862195015
392,0.125223964452744,0.0709116607904434,0.157159820199013
393,0.125848338007927,0.0698053762316704,0.15754958987236
394,0.124705709517002,0.0701438412070274,0.157422482967377
395,0.125103488564491,0.071090467274189,0.158090606331825
396,0.12560661137104,0.0715795904397964,0.159193143248558
397,0.125555142760277,0.0714921206235886,0.160032078623772
398,0.12497041374445,0.0712995678186417,0.159982159733772
399,0.125401750206947,0.0706670507788658,0.161425024271011
400,0.126524850726128,0.0708189383149147,0.162632688879967
401,0.127434268593788,0.0718147903680801,0.162868157029152
402,0.126554161310196,0.0714055523276329,0.164053916931152
403,0.126427724957466,0.0706545859575272,0.164979055523872
404,0.126901194453239,0.0703769251704216,0.165753066539764
405,0.127146303653717,0.0708738192915916,0.166751652956009
406,0.127887204289436,0.0701399445533752,0.167494535446167
407,0.128176257014275,0.0704357326030731,0.168488398194313
408,0.128010258078575,0.071304090321064,0.169415637850761
409,0.128294289112091,0.0697533935308456,0.169227480888367
410,0.127942770719528,0.0701938718557358,0.169613912701607
411,0.127780988812447,0.0705018937587738,0.170520097017288
412,0.128356799483299,0.0691739320755005,0.171508863568306
413,0.128550052642822,0.0697396397590637,0.172158777713776
414,0.128913015127182,0.0701379403471947,0.172687411308289
