,SOIL1,SOIl2,SOIL3,SOIL4,PV1,NPV,PV2
1506,0.183534637093544,0.50887143611908,0.762068212032318,0.813510239124298,0.11261264979839325,0.37035027146339417,0.09825944900512695
1513,0.184254497289658,0.512024521827698,0.767908275127411,0.815184831619263,0.11751239746809006,0.37686222791671753,0.10670927911996841
1521,0.184989392757416,0.515522181987762,0.772738337516785,0.816818952560425,0.12746281921863556,0.3837992548942566,0.11044812947511673
1528,0.185575485229492,0.518593907356262,0.776231229305267,0.81812846660614,0.1385972797870636,0.39026573300361633,0.11460816860198975
1536,0.186204388737679,0.522003173828125,0.779767274856567,0.819500029087067,0.14724093675613403,0.3962095081806183,0.11837748438119888
1543,0.186679199337959,0.524930894374847,0.7825568318367,0.82065486907959,0.15654364228248596,0.40017327666282654,0.12338830530643463
1550,0.187153086066246,0.527792513370514,0.785102665424347,0.821731328964233,0.16489651799201965,0.4067191779613495,0.12783406674861908
1558,0.18759486079216,0.530964136123657,0.78757780790329,0.822871685028076,0.17170794308185577,0.40778499841690063,0.13112983107566833
1565,0.18793760240078,0.533729255199432,0.789773106575012,0.823785185813904,0.17844529449939728,0.40986526012420654,0.1353134661912918
1573,0.188375651836395,0.536796092987061,0.791970193386078,0.824876844882965,0.1832781583070755,0.406300812959671,0.13593563437461853
1580,0.188751965761185,0.539525032043457,0.793662011623383,0.825785517692566,0.19096438586711884,0.4108874499797821,0.13737109303474426
1588,0.189147740602493,0.542470455169678,0.795548856258392,0.826729416847229,0.19775500893592834,0.4196109473705292,0.14339882135391235
1595,0.18943977355957,0.54507702589035,0.796933352947235,0.82762610912323,0.20437777042388916,0.4253847897052765,0.14717817306518555
1603,0.189859315752983,0.547956883907318,0.798341989517212,0.828575611114502,0.20679938793182373,0.4236694872379303,0.14793483912944794
1610,0.190148547291756,0.550298750400543,0.799326300621033,0.829334557056427,0.21322700381278992,0.4299383759498596,0.1492784023284912
1617,0.190439388155937,0.552594602108002,0.800120949745178,0.830165266990662,0.21942180395126343,0.43965044617652893,0.15468627214431763
1625,0.190831243991852,0.555076241493225,0.80084615945816,0.831153810024261,0.2251858413219452,0.4462618827819824,0.15788936614990234
1632,0.191171556711197,0.557158589363098,0.801372766494751,0.831786096096039,0.22888340055942535,0.4504545032978058,0.1604396551847458
1640,0.191474452614784,0.559177935123444,0.801826894283295,0.832473695278168,0.23228080570697784,0.45196428894996643,0.1620100885629654
1647,0.191793352365494,0.560572981834412,0.802209496498108,0.833142340183258,0.23465466499328613,0.45276618003845215,0.16223041713237762
1655,0.192032605409622,0.562174558639526,0.802543640136719,0.833871185779572,0.23636949062347412,0.4533382058143616,0.16340480744838715
1662,0.192179724574089,0.56404322385788,0.802728056907654,0.834527671337128,0.23832207918167114,0.45163804292678833,0.16486775875091553
1670,0.192282006144524,0.567062437534332,0.802829742431641,0.835070788860321,0.23806646466255188,0.448147177696228,0.16349266469478607
1677,0.192394927144051,0.570130527019501,0.802954494953156,0.835616588592529,0.2385973483324051,0.4451855421066284,0.16414682567119598
1684,0.192521527409554,0.573019742965698,0.802943825721741,0.836219370365143,0.23592102527618408,0.4408625364303589,0.1631179302930832
1692,0.192635059356689,0.576092660427094,0.802871108055115,0.836906731128693,0.232967346906662,0.4364996552467346,0.15999241173267365
1699,0.192849352955818,0.578436493873596,0.80265349149704,0.837496876716614,0.23059871792793274,0.4314018487930298,0.15892021358013153
1707,0.192980095744133,0.580738246440887,0.802079021930695,0.837986886501312,0.22737576067447662,0.42854374647140503,0.15689240396022797
1714,0.193078145384789,0.582726716995239,0.801199376583099,0.838322937488556,0.22320979833602905,0.42196545004844666,0.15265987813472748
1722,0.193098142743111,0.584545373916626,0.799660444259644,0.838476002216339,0.22023767232894897,0.4169210195541382,0.15350991487503052
1729,0.193125888705254,0.586006104946136,0.797803103923798,0.838450729846954,0.21509802341461182,0.41543272137641907,0.14832010865211487
1736,0.193286180496216,0.587372601032257,0.795446634292603,0.838405847549438,0.21015766263008118,0.4162065088748932,0.14850908517837524
1744,0.193470254540443,0.589138686656952,0.79285329580307,0.838393092155457,0.20572854578495026,0.41822895407676697,0.1479497104883194
1751,0.193630009889603,0.590655744075775,0.790746510028839,0.838283777236938,0.20036625862121582,0.41848480701446533,0.14443805813789368
1759,0.193816244602203,0.592268943786621,0.787853062152863,0.83825147151947,0.19596382975578308,0.4194183349609375,0.1437079906463623
1766,0.194027200341225,0.593608677387238,0.784606099128723,0.83808159828186,0.1895841658115387,0.41825297474861145,0.14342527091503143
2056,0.188882797956467,0.61941134929657,0.670560956001282,0.838498890399933,0.05353293940424919,0.2636464238166809,0.0682179406285286
2063,0.190271928906441,0.621214509010315,0.66891622543335,0.840286433696747,0.0557728037238121,0.2584809958934784,0.06839416921138763
2071,0.191747009754181,0.623095035552979,0.665777742862701,0.842220366001129,0.05803834646940231,0.24961939454078674,0.06097070127725601
2078,0.19304147362709,0.624582648277283,0.661713600158691,0.843718111515045,0.061204735189676285,0.25290513038635254,0.06485925614833832
2085,0.194190293550491,0.62595397233963,0.657059073448181,0.845042407512665,0.06517110019922256,0.254116952419281,0.06745944172143936
2093,0.195482239127159,0.627391934394836,0.652438163757324,0.846575200557709,0.06781505048274994,0.2513996660709381,0.06869848817586899
2100,0.196482613682747,0.628620624542236,0.647745788097382,0.84803569316864,0.07031425833702087,0.25418058037757874,0.06908108294010162
2108,0.197627037763596,0.629954040050507,0.636730313301086,0.848725855350494,0.07265732437372208,0.251320481300354,0.07049813866615295
2115,0.198617309331894,0.6311856508255,0.627805471420288,0.849794983863831,0.07519129663705826,0.2542971670627594,0.07196912914514542
2123,0.199844285845757,0.632468581199646,0.622819185256958,0.851499438285828,0.07805834710597992,0.2560005187988281,0.07357372343540192
2130,0.200633928179741,0.633100807666779,0.61063826084137,0.85149210691452,0.08159759640693665,0.26017212867736816,0.07476388663053513
2137,0.201004505157471,0.632962465286255,0.585043549537659,0.848135471343994,0.08351439237594604,0.2627756893634796,0.07618600875139236
2145,0.200476348400116,0.632673382759094,0.539349436759949,0.838773429393768,0.08475957065820694,0.2655007541179657,0.0780147910118103
2152,0.199348837137222,0.632026672363281,0.490975767374039,0.825472474098206,0.08623772114515305,0.2654242515563965,0.07849197834730148
2160,0.197600811719894,0.630996763706207,0.443177461624146,0.809971392154694,0.08743201941251755,0.2653549909591675,0.07837728410959244
2167,0.19597290456295,0.629352927207947,0.414812922477722,0.800113022327423,0.08898845314979553,0.2661501169204712,0.07778280228376389
2174,0.194648176431656,0.627564132213593,0.39447894692421,0.793742775917053,0.08988773077726364,0.2700103223323822,0.07860954105854034
2182,0.193030923604965,0.625572562217712,0.381091922521591,0.786813378334045,0.0907416120171547,0.2711058259010315,0.08060159534215927
2189,0.191602319478989,0.623745024204254,0.377069413661957,0.778601825237274,0.09270092844963074,0.2717199921607971,0.07972920686006546
2197,0.189692035317421,0.622349917888641,0.362442165613174,0.763750016689301,0.09310166537761688,0.27464768290519714,0.08180438727140427
2204,0.187340751290321,0.621701657772064,0.330629974603653,0.745442092418671,0.09305836260318756,0.275592565536499,0.07904671877622604
2211,0.186683356761932,0.621522903442383,0.341516017913818,0.746878921985626,0.09407053887844086,0.2784089744091034,0.08117756992578506
2219,0.189009115099907,0.621978640556335,0.426768511533737,0.777163505554199,0.09483859688043594,0.2770136892795563,0.08153890073299408
2226,0.190186902880669,0.62241131067276,0.479808241128922,0.793813526630402,0.09386575222015381,0.27360624074935913,0.08040823042392731
2234,0.190063044428825,0.622738599777222,0.498686015605927,0.797740817070007,0.09156320989131927,0.26900795102119446,0.08042880892753601
2241,0.189819544553757,0.622698247432709,0.502181828022003,0.798286557197571,0.08885541558265686,0.25989222526550293,0.07752364873886108
2248,0.190273284912109,0.622705578804016,0.506604254245758,0.801323652267456,0.08554837852716446,0.24630104005336761,0.07468539476394653
2256,0.190866142511368,0.622414886951447,0.507198095321655,0.804466605186462,0.08330188691616058,0.2355877310037613,0.071894071996212
2263,0.19077567756176,0.622237503528595,0.504347801208496,0.805169224739075,0.07996587455272675,0.22515924274921417,0.06891285628080368
2271,0.190375030040741,0.622610747814178,0.499279975891113,0.803939402103424,0.07770967483520508,0.21801947057247162,0.06674488633871078
2278,0.189833745360374,0.622732162475586,0.491964906454086,0.801342308521271,0.07531362771987915,0.2158963680267334,0.06490357965230942
2285,0.189219132065773,0.623054206371307,0.48196941614151,0.79860532283783,0.07248330861330032,0.21486294269561768,0.06397613883018494
2293,0.188921093940735,0.623596608638763,0.468486309051514,0.795780539512634,0.07137417793273926,0.21024978160858154,0.06340067833662033
2300,0.188657522201538,0.624160528182983,0.455735325813293,0.793411672115326,0.06684423983097076,0.2049691528081894,0.059160083532333374
2308,0.188106760382652,0.624632656574249,0.441237568855286,0.789779782295227,0.06451036036014557,0.20141126215457916,0.058687977492809296
2315,0.187682941555977,0.624912083148956,0.431966096162796,0.787139058113098,0.06268560141324997,0.1989159882068634,0.05838807299733162
2322,0.187324032187462,0.625574231147766,0.426915913820267,0.786097228527069,0.05873364955186844,0.19671869277954102,0.055282916873693466
2330,0.186148121953011,0.626235604286194,0.424352735280991,0.785908460617065,0.05917467921972275,0.19750025868415833,0.0560031495988369
2337,0.184943661093712,0.626724898815155,0.421240508556366,0.785658717155457,0.05692276358604431,0.1950431913137436,0.05629251152276993
2345,0.183313846588135,0.627008318901062,0.408761769533157,0.782316505908966,0.053277455270290375,0.18798768520355225,0.0528951957821846
2352,0.181814074516296,0.626531004905701,0.393795818090439,0.777466475963593,0.05208297073841095,0.18672846257686615,0.050995681434869766
2359,0.180262088775635,0.626083016395569,0.384918749332428,0.77411276102066,0.04997814819216728,0.1943041980266571,0.05189039930701256
2367,0.178658723831177,0.625029563903809,0.379405409097672,0.771786570549011,0.04934244602918625,0.19733603298664093,0.05480573698878288
2374,0.176514655351639,0.62390261888504,0.368300706148148,0.766676664352417,0.04697783291339874,0.19049009680747986,0.04936901852488518
2382,0.174542874097824,0.621643722057343,0.353260159492493,0.76000303030014,0.0448785126209259,0.1920330822467804,0.050661392509937286
2389,0.172947078943253,0.619071245193481,0.351193845272064,0.757796704769135,0.04430684819817543,0.1920512169599533,0.047429125756025314
2396,0.171729892492294,0.616815328598022,0.357313215732574,0.757912218570709,0.04209819808602333,0.19341157376766205,0.0468217171728611
2404,0.170167565345764,0.613798975944519,0.364579141139984,0.757746338844299,0.04246101900935173,0.19114656746387482,0.04915951192378998
2411,0.168647646903992,0.610333561897278,0.364301264286041,0.755629420280457,0.042236898094415665,0.18635788559913635,0.04971729964017868
2419,0.166608765721321,0.606147110462189,0.358256578445435,0.750708162784576,0.03978390246629715,0.18009279668331146,0.0458562895655632
2426,0.163917809724808,0.602037966251373,0.348710775375366,0.74494856595993,0.036104220896959305,0.18307779729366302,0.043770913034677505
2433,0.161578118801117,0.597364842891693,0.336563795804977,0.737549364566803,0.03740491345524788,0.1797424554824829,0.0463247150182724
